id,name,email,phone,city,status,description,date_reported,value_estimate,duplicate_field
30,Oscar,user30@example.com,123456789,,Found,Found keys at cafeteria,,29.42,
31,,user31@example.com,491701234567,Berlin,Found,,,,
32,Eve,user32@example.com,491701234567,Munich,,,,432.45,
33,,user33@example.com,491701234567,Hamburg,,,,,
34,Mallory,user34@example.com,,Munich,,Lost black wallet near library,,165.49,
35,Charlie,user35@example.com,491701234567,Frankfurt,Lost,Lost black wallet near library,,398.45,duplicate
36,,user36@example.com,491701234567,Berlin,Found,,,489.29,duplicate
37,,user37@example.com,491701234567,Munich,Found,Found keys at cafeteria,,,
38,David,user38@example.com,123456789,Munich,Found,Found keys at cafeteria,,,
39,,user39@example.com,491701234567,Frankfurt,Found,,,,
40,Oscar,user40@example.com,,Cologne,Lost,,,8.07,
41,Alice,,491701234567,Berlin,,,,,duplicate
42,Mallory,user42@example.com,491701234567,Frankfurt,,,,,
43,Mallory,,,Frankfurt,Lost,Blue backpack missing,,,duplicate
44,,user44@example.com,491701234567,Frankfurt,Lost,Found keys at cafeteria,,,
45,Eve,,123456789,Frankfurt,Found,Blue backpack missing,,,
46,Bob,,491701234567,Munich,,Lost black wallet near library,,88.04,
47,Alice,user47@example.com,491701234567,Munich,Found,Found keys at cafeteria,,,
48,Bob,,491701234567,Munich,Found,,,,
49,Bob,user49@example.com,491701234567,Berlin,,,,162.48,duplicate
50,,user50@example.com,,Frankfurt,Found,,,24.39,
51,,,,Berlin,,Lost black wallet near library,,,
52,,user52@example.com,123456789,Hamburg,,,,,
53,Eve,user53@example.com,,,,,,48.79,
54,,user54@example.com,,Munich,,,,,
55,Peggy,,123456789,Berlin,Found,Lost black wallet near library,,,
56,Peggy,user56@example.com,,Frankfurt,Lost,,,71.29,
57,Charlie,user57@example.com,123456789,Munich,Found,Lost black wallet near library,,,duplicate
58,Bob,user58@example.com,,,Lost,,,258.34,
,Alice,user59@example.com,491701234567,Munich,Found,,,,
60,Alice,user60@example.com,491701234567,Berlin,Lost,,,,
61,Peggy,user61@example.com,,Munich,Lost,,,265.7,
62,,user62@example.com,491701234567,Berlin,Lost,Found keys at cafeteria,,,
63,,user63@example.com,491701234567,Frankfurt,Lost,,,464.58,
64,,,123456789,Munich,Found,Found keys at cafeteria,,130.55,
65,Charlie,user65@example.com,123456789,Berlin,,,,,
66,David,,,,Lost,,,83.9,
67,Alice,,491701234567,Munich,Found,Blue backpack missing,,303.52,
68,Bob,user68@example.com,,Frankfurt,Lost,Blue backpack missing,,,duplicate
69,David,user69@example.com,491701234567,Berlin,,,,,
70,Mallory,,,Berlin,Lost,Blue backpack missing,,,
71,David,user71@example.com,491701234567,,Found,,,,duplicate
72,,user72@example.com,,Hamburg,Lost,,,121.21,
73,Charlie,user73@example.com,491701234567,Frankfurt,Lost,Found keys at cafeteria,,,duplicate
74,Mallory,user74@example.com,,Hamburg,Found,Lost black wallet near library,,320.22,
75,Eve,user75@example.com,491701234567,,Found,Blue backpack missing,,58.89,
,Peggy,user76@example.com,,Munich,Found,,,254.75,
77,Charlie,user77@example.com,491701234567,Cologne,Found,Lost black wallet near library,,,
78,Eve,user78@example.com,491701234567,Berlin,,,,,duplicate
79,Bob,user79@example.com,491701234567,Hamburg,Lost,Blue backpack missing,,,
,Mallory,user80@example.com,123456789,Hamburg,Found,Lost black wallet near library,,,duplicate
81,Mallory,user81@example.com,491701234567,Munich,Found,Blue backpack missing,,,
82,Mallory,user82@example.com,123456789,,Found,Blue backpack missing,,375.17,duplicate
83,Eve,user83@example.com,491701234567,Hamburg,Lost,,,10.67,
84,Oscar,user84@example.com,491701234567,Berlin,,Lost black wallet near library,,,
85,Peggy,,491701234567,Berlin,,Lost black wallet near library,,364.75,
86,Charlie,user86@example.com,,Berlin,,Lost black wallet near library,,,
87,Oscar,user87@example.com,491701234567,Munich,Found,,,,
88,Oscar,user88@example.com,491701234567,Berlin,Found,Blue backpack missing,,493.49,
89,Oscar,user89@example.com,491701234567,Munich,Found,Found keys at cafeteria,,222.14,
90,Oscar,user90@example.com,,Berlin,Found,,,,
91,,user91@example.com,123456789,Hamburg,Lost,,,153.22,duplicate
92,Alice,user92@example.com,491701234567,Munich,,Found keys at cafeteria,,391.26,
93,Mallory,user93@example.com,,Munich,Lost,Found keys at cafeteria,,,
94,Oscar,,,Berlin,,Found keys at cafeteria,,,
95,Charlie,user95@example.com,491701234567,Berlin,,Blue backpack missing,,,
96,Eve,user96@example.com,491701234567,Munich,,Lost black wallet near library,,,duplicate
97,Bob,,491701234567,Berlin,Lost,,,254.81,
98,Charlie,user98@example.com,,Cologne,Found,,,,
99,,user99@example.com,491701234567,Cologne,Found,Found keys at cafeteria,,,
100,Mallory,user100@example.com,491701234567,,Lost,Blue backpack missing,,,
101,Peggy,,491701234567,Berlin,Lost,Lost black wallet near library,,,duplicate
102,Bob,user102@example.com,,Berlin,,,,340.85,
103,David,user103@example.com,123456789,Munich,,Found keys at cafeteria,,,
104,Bob,user104@example.com,,Munich,Found,Found keys at cafeteria,,,duplicate
105,Alice,user105@example.com,,,,,,,
106,,user106@example.com,491701234567,Munich,Lost,Found keys at cafeteria,,,duplicate
107,Charlie,user107@example.com,491701234567,Munich,Found,,,,
108,,user108@example.com,,Cologne,Lost,,,,duplicate
109,Bob,user109@example.com,491701234567,Frankfurt,Found,Blue backpack missing,,,
110,David,user110@example.com,,Cologne,Found,Found keys at cafeteria,,,
111,Mallory,user111@example.com,491701234567,Munich,Lost,,,,
112,David,user112@example.com,491701234567,Munich,,,,292.35,
113,Mallory,user113@example.com,491701234567,,Lost,Lost black wallet near library,,,
114,,,,Berlin,,Found keys at cafeteria,,455.34,duplicate
115,Oscar,user115@example.com,491701234567,Munich,Found,Lost black wallet near library,,,
116,Mallory,user116@example.com,491701234567,Hamburg,,Blue backpack missing,,,duplicate
117,Peggy,user117@example.com,,,,Lost black wallet near library,,,
118,,user118@example.com,491701234567,Hamburg,Found,Lost black wallet near library,,,
119,,user119@example.com,491701234567,Berlin,Lost,,,,
120,,user120@example.com,,Munich,Found,Lost black wallet near library,,24.72,
121,Alice,user121@example.com,123456789,Munich,,,,8.19,
122,David,,491701234567,Munich,Lost,Blue backpack missing,,346.75,duplicate
123,Eve,user123@example.com,,,Lost,Blue backpack missing,,,
124,David,user124@example.com,123456789,Berlin,,,,285.62,
125,Peggy,user125@example.com,491701234567,,Lost,,,,
126,Mallory,user126@example.com,,Berlin,,,,4.65,
127,Oscar,user127@example.com,,Berlin,Lost,Lost black wallet near library,,,duplicate
,Oscar,user128@example.com,491701234567,,Lost,Lost black wallet near library,,478.74,
129,,user129@example.com,491701234567,Cologne,Lost,,,195,
,,user130@example.com,123456789,Frankfurt,Lost,Lost black wallet near library,,,
131,,,491701234567,Munich,Lost,Blue backpack missing,,253.95,
132,,,123456789,,Found,Blue backpack missing,,,
133,,user133@example.com,123456789,Munich,Found,Blue backpack missing,,,duplicate
134,Peggy,user134@example.com,491701234567,,,,,,
,Mallory,,,Berlin,Found,Blue backpack missing,,115.79,
136,,user136@example.com,491701234567,Munich,Found,,,143.43,duplicate
137,Charlie,user137@example.com,491701234567,,Found,Lost black wallet near library,,,
138,,,123456789,Hamburg,Lost,Lost black wallet near library,,,
139,Eve,user139@example.com,491701234567,Hamburg,Found,,,,
140,David,user140@example.com,,Berlin,,Found keys at cafeteria,,,
141,Peggy,user141@example.com,,Frankfurt,,Found keys at cafeteria,,460.66,
142,David,user142@example.com,491701234567,Berlin,Found,Found keys at cafeteria,,412.01,duplicate
143,,user143@example.com,,Berlin,Found,Blue backpack missing,,276.48,duplicate
,Charlie,user144@example.com,,Cologne,Lost,Blue backpack missing,,,
145,Eve,user145@example.com,,Berlin,Lost,,,179.87,
146,David,user146@example.com,491701234567,Munich,Lost,Blue backpack missing,,,duplicate
,Oscar,user147@example.com,491701234567,,Lost,Blue backpack missing,,74.01,
148,,,,Munich,,,,,
149,Charlie,user149@example.com,123456789,Berlin,Found,,,97.83,duplicate
150,Alice,user150@example.com,491701234567,Berlin,Lost,,,,duplicate
151,Alice,user151@example.com,491701234567,Berlin,Lost,Lost black wallet near library,,131.34,duplicate
152,David,user152@example.com,,Munich,Lost,Blue backpack missing,,,duplicate
153,David,user153@example.com,491701234567,Hamburg,Lost,Found keys at cafeteria,,,duplicate
154,Oscar,user154@example.com,123456789,,Found,Blue backpack missing,,,
155,Eve,,491701234567,Munich,Found,,,271.51,duplicate
156,Oscar,,491701234567,Munich,Found,Lost black wallet near library,,,
157,Bob,user157@example.com,123456789,Cologne,,Blue backpack missing,,,duplicate
158,David,user158@example.com,123456789,Frankfurt,Found,,,,
159,Bob,,491701234567,,,Blue backpack missing,,407.77,duplicate
160,Alice,user160@example.com,491701234567,Cologne,,,,,
161,Alice,user161@example.com,123456789,Cologne,,,,,duplicate
162,David,,123456789,Munich,Lost,,,,
163,,user163@example.com,,Hamburg,Lost,Blue backpack missing,,,duplicate
164,,user164@example.com,491701234567,Berlin,,Blue backpack missing,,,
,Oscar,user165@example.com,,Berlin,,Found keys at cafeteria,,,
166,Peggy,,123456789,Munich,Lost,,,,
167,David,user167@example.com,491701234567,Berlin,Found,Lost black wallet near library,,41.97,
168,Mallory,user168@example.com,,Berlin,Lost,,,,duplicate
169,Charlie,user169@example.com,123456789,Munich,,Blue backpack missing,,68.57,
170,Peggy,user170@example.com,,Frankfurt,,Lost black wallet near library,,,
,Alice,user171@example.com,,Munich,,Blue backpack missing,,418.52,
172,Alice,user172@example.com,491701234567,Frankfurt,,Found keys at cafeteria,,,
173,Mallory,,491701234567,Cologne,Found,Blue backpack missing,,4.42,duplicate
174,,,,Berlin,,,,51.39,
175,Mallory,user175@example.com,,,,Found keys at cafeteria,,,duplicate
176,Charlie,user176@example.com,491701234567,Frankfurt,,,,,
177,Alice,user177@example.com,,Cologne,Lost,Lost black wallet near library,,413.8,
178,Peggy,user178@example.com,491701234567,Frankfurt,Lost,,,,
179,David,,123456789,Berlin,,,,,
180,Oscar,user180@example.com,123456789,Frankfurt,Found,Found keys at cafeteria,,,
181,Charlie,user181@example.com,,Berlin,,,,135.16,
182,Peggy,user182@example.com,491701234567,Berlin,Lost,Blue backpack missing,,,
183,Eve,user183@example.com,491701234567,Cologne,Found,Blue backpack missing,,12.48,
184,Oscar,user184@example.com,491701234567,Munich,Found,Found keys at cafeteria,,,
185,Oscar,user185@example.com,,Frankfurt,Lost,,,,
186,,,491701234567,Munich,Found,,,347.15,
187,Alice,user187@example.com,491701234567,Berlin,,,,49.33,duplicate
188,Eve,user188@example.com,491701234567,Munich,Found,,,120.49,
189,Oscar,user189@example.com,491701234567,,Lost,,,,
190,David,,,Frankfurt,,Blue backpack missing,,412.36,
191,Peggy,user191@example.com,,Frankfurt,Found,,,,duplicate
192,Bob,,491701234567,Munich,,,,79.14,duplicate
193,Oscar,,491701234567,Munich,,,,,
194,,user194@example.com,,Berlin,Lost,,,,duplicate
195,Alice,user195@example.com,491701234567,Berlin,,Found keys at cafeteria,,,duplicate
196,Peggy,,491701234567,Munich,Lost,,,,
197,Eve,user197@example.com,123456789,Berlin,Lost,Lost black wallet near library,,,duplicate
198,Peggy,user198@example.com,,Munich,Lost,Lost black wallet near library,,,
199,Eve,user199@example.com,491701234567,Munich,Lost,Found keys at cafeteria,,,
200,,user200@example.com,,Cologne,Lost,Blue backpack missing,,327.5,
201,,user201@example.com,491701234567,Cologne,,Lost black wallet near library,,,
202,David,user202@example.com,123456789,Cologne,,Blue backpack missing,,,
203,Bob,user203@example.com,,,Found,,,,
204,,user204@example.com,123456789,,Found,,,,
205,Bob,,491701234567,Hamburg,Lost,,,,
206,David,user206@example.com,491701234567,Berlin,Lost,Lost black wallet near library,,396.48,
207,Alice,,,Berlin,Lost,Found keys at cafeteria,,,
208,Eve,,123456789,Berlin,,,,250.02,duplicate
209,Oscar,user209@example.com,491701234567,Munich,Lost,Found keys at cafeteria,,293.12,
210,,user210@example.com,,Berlin,,Blue backpack missing,,,
211,Oscar,user211@example.com,491701234567,Cologne,Lost,,,,duplicate
212,Oscar,user212@example.com,491701234567,Cologne,Lost,,,,
213,Mallory,user213@example.com,,Munich,,Found keys at cafeteria,,,
214,Peggy,user214@example.com,,,Lost,,,496.19,
215,Charlie,user215@example.com,,Cologne,,,,57.43,
216,Oscar,user216@example.com,123456789,Munich,Lost,Lost black wallet near library,,,duplicate
217,Oscar,,491701234567,Berlin,,Found keys at cafeteria,,199.29,
218,Peggy,,,,Lost,,,,
219,Peggy,user219@example.com,123456789,Frankfurt,Lost,Found keys at cafeteria,,,
220,,,123456789,Hamburg,,Lost black wallet near library,,,
221,Charlie,,491701234567,Munich,Found,Blue backpack missing,,310.65,
222,Charlie,user222@example.com,,Munich,,,,161.58,duplicate
223,David,user223@example.com,491701234567,Hamburg,,Lost black wallet near library,,,duplicate
224,David,,491701234567,Berlin,,Lost black wallet near library,,,
225,David,user225@example.com,,Cologne,Lost,,,,duplicate
226,Mallory,,491701234567,Frankfurt,Found,Found keys at cafeteria,,,
227,David,user227@example.com,491701234567,Munich,Found,Found keys at cafeteria,,,duplicate
228,,user228@example.com,491701234567,Munich,,Blue backpack missing,,,
229,Bob,user229@example.com,,Hamburg,Found,,,,duplicate
230,Alice,user230@example.com,,Munich,Lost,Lost black wallet near library,,76.05,duplicate
231,,user231@example.com,,Berlin,,,,,duplicate
232,David,user232@example.com,,,,Lost black wallet near library,,,
233,Peggy,,123456789,,Lost,Found keys at cafeteria,,,
234,Bob,user234@example.com,491701234567,Berlin,Found,,,,duplicate
235,Bob,,,Munich,,,,,
236,,user236@example.com,123456789,Frankfurt,Found,Blue backpack missing,,114.44,
237,Oscar,user237@example.com,491701234567,,Lost,Lost black wallet near library,,74.44,
238,Eve,user238@example.com,491701234567,,Lost,Lost black wallet near library,,,duplicate
239,Eve,user239@example.com,491701234567,Frankfurt,,Lost black wallet near library,,,
240,,user240@example.com,123456789,Munich,,Lost black wallet near library,,25.05,duplicate
241,Bob,user241@example.com,491701234567,Hamburg,,Found keys at cafeteria,,225.18,
242,,user242@example.com,491701234567,Berlin,,,,57.26,
243,Alice,user243@example.com,491701234567,Frankfurt,Found,,,,duplicate
244,Alice,user244@example.com,,Hamburg,Found,Blue backpack missing,,57.95,duplicate
245,Oscar,user245@example.com,491701234567,Berlin,,,,,
246,David,user246@example.com,491701234567,Berlin,Found,,,155.08,
247,Bob,user247@example.com,491701234567,Berlin,,,,,
248,Bob,user248@example.com,123456789,Munich,Lost,,,14.95,
249,,user249@example.com,,Cologne,Lost,,,,
250,Peggy,user250@example.com,,Munich,,,,,duplicate
251,Eve,user251@example.com,491701234567,Berlin,Lost,Blue backpack missing,,,
,,,491701234567,Frankfurt,Found,Lost black wallet near library,,,
253,Peggy,user253@example.com,123456789,Berlin,Lost,Blue backpack missing,,,
254,Mallory,user254@example.com,491701234567,Berlin,Found,,,,
255,Eve,user255@example.com,491701234567,Cologne,,Found keys at cafeteria,,39.93,
256,Bob,user256@example.com,123456789,Berlin,,,,,
257,Charlie,user257@example.com,491701234567,Cologne,Found,Lost black wallet near library,,477.48,duplicate
258,,user258@example.com,123456789,Berlin,Found,,,,duplicate
259,Bob,user259@example.com,,Berlin,Lost,Found keys at cafeteria,,,duplicate
260,Mallory,user260@example.com,123456789,,Lost,,,44.85,
261,Mallory,,491701234567,Munich,,,,187.35,duplicate
262,,user262@example.com,,Munich,,Blue backpack missing,,,duplicate
263,David,user263@example.com,,,,Found keys at cafeteria,,,
264,David,user264@example.com,123456789,Munich,Found,Lost black wallet near library,,213.29,duplicate
265,Alice,,,Munich,Found,,,,
266,Charlie,,491701234567,Munich,Lost,,,,
267,Eve,user267@example.com,491701234567,Berlin,Found,Blue backpack missing,,,
268,Oscar,user268@example.com,491701234567,Munich,Lost,Found keys at cafeteria,,62.21,
269,Alice,user269@example.com,,Berlin,,,,184.69,duplicate
270,Alice,user270@example.com,,Munich,Found,,,473.49,duplicate
271,Eve,user271@example.com,491701234567,Frankfurt,,Lost black wallet near library,,,duplicate
272,David,user272@example.com,491701234567,Cologne,Found,,,67.75,
273,Peggy,user273@example.com,,Berlin,Lost,Lost black wallet near library,,,
274,Oscar,user274@example.com,,Munich,Found,,,,duplicate
275,Peggy,user275@example.com,491701234567,Munich,,Found keys at cafeteria,,,
276,Charlie,user276@example.com,491701234567,Hamburg,,,,103.9,
277,Alice,user277@example.com,,Berlin,Found,,,,
278,,user278@example.com,,Berlin,Found,Lost black wallet near library,,481.64,
279,Mallory,user279@example.com,491701234567,Munich,Found,Found keys at cafeteria,,331.23,
280,,user280@example.com,491701234567,Hamburg,Lost,Found keys at cafeteria,,,
281,,user281@example.com,123456789,Berlin,,,,295.32,
282,,user282@example.com,,Frankfurt,Found,Lost black wallet near library,,,
283,Mallory,,491701234567,Munich,,Found keys at cafeteria,,,
284,Mallory,,,Berlin,,Found keys at cafeteria,,,duplicate
285,Bob,user285@example.com,,Munich,Lost,,,,
286,Oscar,user286@example.com,,Munich,Found,Found keys at cafeteria,,198.76,duplicate
287,David,user287@example.com,491701234567,Cologne,Lost,Found keys at cafeteria,,,
288,Bob,user288@example.com,123456789,Cologne,,Lost black wallet near library,,,
,Peggy,user289@example.com,123456789,Cologne,Found,,,,
290,Mallory,user290@example.com,123456789,Frankfurt,Found,,,119.63,
291,Charlie,user291@example.com,123456789,Munich,Lost,,,,
292,David,user292@example.com,491701234567,,,Blue backpack missing,,,
293,Charlie,user293@example.com,,Munich,Found,Blue backpack missing,,,
294,Mallory,user294@example.com,491701234567,Berlin,,,,,
295,Eve,user295@example.com,,Munich,Lost,Found keys at cafeteria,,440.54,
296,Bob,user296@example.com,,Munich,,,,,
297,Peggy,user297@example.com,,Berlin,Found,,,109.13,
298,Charlie,user298@example.com,491701234567,Munich,Found,Lost black wallet near library,,,duplicate
299,Bob,,491701234567,Berlin,Found,,,446.39,
300,Oscar,user300@example.com,491701234567,Cologne,Found,,,122.64,duplicate
301,Charlie,user301@example.com,123456789,Munich,,,,,
302,Alice,user302@example.com,491701234567,Cologne,Found,Blue backpack missing,,,
303,,user303@example.com,123456789,Frankfurt,Lost,,,228.04,duplicate
304,,,,Cologne,,,,,
305,Alice,user305@example.com,491701234567,Berlin,Found,Lost black wallet near library,,,duplicate
306,Mallory,,491701234567,Hamburg,Lost,Lost black wallet near library,,87.59,
307,Charlie,user307@example.com,491701234567,,Found,Blue backpack missing,,,duplicate
308,David,user308@example.com,,Cologne,Found,,,,
309,Charlie,,123456789,Frankfurt,Lost,Blue backpack missing,,,
310,Peggy,user310@example.com,,Munich,,Lost black wallet near library,,199.31,
311,Oscar,user311@example.com,123456789,,Lost,Found keys at cafeteria,,459.8,
312,Oscar,user312@example.com,491701234567,Berlin,Lost,,,,duplicate
313,Oscar,user313@example.com,491701234567,Munich,Found,Lost black wallet near library,,,duplicate
314,,user314@example.com,123456789,Cologne,Found,Lost black wallet near library,,488.61,duplicate
315,David,user315@example.com,123456789,,Lost,Blue backpack missing,,211.56,duplicate
316,Bob,,491701234567,Berlin,,Blue backpack missing,,,duplicate
317,Mallory,user317@example.com,123456789,Cologne,Found,,,,duplicate
318,Alice,user318@example.com,,Hamburg,Lost,Lost black wallet near library,,,
319,Peggy,user319@example.com,491701234567,,,,,,
320,,user320@example.com,491701234567,,Found,Found keys at cafeteria,,177.91,
321,David,user321@example.com,123456789,Berlin,Lost,,,102.18,
322,Alice,user322@example.com,491701234567,Berlin,,Blue backpack missing,,,
323,Peggy,user323@example.com,123456789,Berlin,Found,,,,
324,Alice,user324@example.com,,Berlin,,,,,
325,Oscar,user325@example.com,,Cologne,,,,,duplicate
326,,user326@example.com,,Munich,Lost,Lost black wallet near library,,,
327,Bob,user327@example.com,123456789,Munich,,Lost black wallet near library,,207.42,
328,Bob,user328@example.com,491701234567,Munich,Lost,,,,
329,Mallory,,491701234567,Hamburg,Found,Found keys at cafeteria,,,
330,Mallory,,123456789,Munich,Lost,Lost black wallet near library,,,
331,Bob,,,Berlin,Found,,,482.02,
332,Peggy,user332@example.com,,Berlin,,,,,duplicate
333,,user333@example.com,123456789,Berlin,Lost,,,,duplicate
334,Eve,user334@example.com,,Hamburg,Lost,Blue backpack missing,,,
335,,user335@example.com,491701234567,Berlin,Lost,Blue backpack missing,,328.04,
336,David,user336@example.com,,,Lost,,,244.59,duplicate
337,,user337@example.com,,Berlin,Lost,Found keys at cafeteria,,,duplicate
338,,user338@example.com,491701234567,Frankfurt,,,,,
339,David,user339@example.com,,Frankfurt,Found,,,,
,Mallory,,491701234567,Berlin,Found,,,,duplicate
341,Mallory,user341@example.com,491701234567,Munich,Lost,Found keys at cafeteria,,,
342,Peggy,user342@example.com,,Munich,Lost,Found keys at cafeteria,,163.89,
343,,user343@example.com,,Berlin,Lost,Found keys at cafeteria,,,
344,,user344@example.com,491701234567,Munich,,Found keys at cafeteria,,,duplicate
345,Oscar,,491701234567,Frankfurt,Lost,Blue backpack missing,,,duplicate
346,Oscar,,,Berlin,,Lost black wallet near library,,334.99,
347,,,,,,Blue backpack missing,,,duplicate
348,Charlie,user348@example.com,123456789,,Found,Found keys at cafeteria,,381.15,
349,Alice,user349@example.com,,Berlin,,Lost black wallet near library,,,
350,,user350@example.com,123456789,Berlin,,Blue backpack missing,,,duplicate
351,,user351@example.com,,Berlin,,,,,duplicate
352,,,123456789,,Lost,Blue backpack missing,,,duplicate
353,Alice,user353@example.com,491701234567,Munich,,,,,
,David,user354@example.com,491701234567,,Lost,Lost black wallet near library,,,duplicate
355,Charlie,user355@example.com,123456789,Berlin,Lost,Found keys at cafeteria,,422.85,duplicate
356,Charlie,user356@example.com,,,Lost,Blue backpack missing,,,
357,Charlie,user357@example.com,123456789,,Found,Lost black wallet near library,,23.82,
358,David,user358@example.com,123456789,Berlin,,,,91.96,
359,Mallory,user359@example.com,,Cologne,,Lost black wallet near library,,,
360,David,user360@example.com,491701234567,Munich,,,,,
361,,user361@example.com,491701234567,Munich,,Blue backpack missing,,191.78,duplicate
362,Mallory,,123456789,,Found,Blue backpack missing,,138.6,
363,David,,491701234567,Frankfurt,,Found keys at cafeteria,,,duplicate
364,Peggy,,123456789,Munich,Found,Found keys at cafeteria,,,duplicate
365,Bob,user365@example.com,491701234567,Frankfurt,,,,,
366,Mallory,,123456789,,,Blue backpack missing,,469.73,
367,Peggy,user367@example.com,,Berlin,Found,Blue backpack missing,,426.04,
368,Oscar,,491701234567,Berlin,Found,Blue backpack missing,,,
369,Mallory,user369@example.com,491701234567,Munich,Lost,Blue backpack missing,,,
370,,,491701234567,Berlin,,Blue backpack missing,,116.65,
371,Bob,user371@example.com,,Berlin,Found,,,,
372,Bob,user372@example.com,491701234567,Berlin,,,,,
373,,user373@example.com,491701234567,Berlin,Lost,Lost black wallet near library,,310.79,
374,Bob,user374@example.com,,Frankfurt,Lost,Found keys at cafeteria,,,
375,David,,,Munich,,,,,
376,Peggy,,491701234567,Frankfurt,,Found keys at cafeteria,,,
377,Charlie,user377@example.com,491701234567,Munich,Lost,,,58.99,
378,Mallory,user378@example.com,,Berlin,Lost,,,,
379,,user379@example.com,491701234567,Berlin,Lost,Found keys at cafeteria,,,duplicate
380,Eve,user380@example.com,,Berlin,,,,,
381,Charlie,,491701234567,Frankfurt,Lost,,,,
382,,user382@example.com,491701234567,Munich,,,,,duplicate
383,Eve,,123456789,Frankfurt,Lost,Lost black wallet near library,,,
384,Eve,,123456789,Munich,Lost,Blue backpack missing,,,
385,Mallory,user385@example.com,,Frankfurt,Lost,,,,
386,Bob,,,,,Lost black wallet near library,,384.6,
387,Peggy,user387@example.com,,Cologne,,Lost black wallet near library,,,
388,,user388@example.com,,Frankfurt,Lost,Found keys at cafeteria,,,
389,Alice,user389@example.com,,,Found,,,,
390,Charlie,user390@example.com,491701234567,Frankfurt,,Blue backpack missing,,203.74,duplicate
391,David,user391@example.com,491701234567,Berlin,Found,,,51.4,
392,,user392@example.com,,Berlin,,,,178.21,
393,,user393@example.com,491701234567,Berlin,Lost,,,21.72,
394,David,,491701234567,Munich,,,,,
395,Alice,user395@example.com,491701234567,Cologne,Lost,Blue backpack missing,,,
396,Bob,,491701234567,Munich,Lost,,,327.43,
397,Oscar,user397@example.com,123456789,Munich,Lost,,,64.7,
398,Oscar,user398@example.com,,Munich,Lost,Blue backpack missing,,68.95,
399,Oscar,,491701234567,Hamburg,,Lost black wallet near library,,428.76,
400,Mallory,user400@example.com,491701234567,Hamburg,,,,290.55,duplicate
401,Peggy,user401@example.com,491701234567,Berlin,Lost,Blue backpack missing,,66.3,
402,,user402@example.com,491701234567,Frankfurt,Lost,,,,
403,Alice,user403@example.com,491701234567,Frankfurt,,,,,
404,Eve,user404@example.com,491701234567,Munich,,,,,duplicate
405,,user405@example.com,123456789,Berlin,Lost,Blue backpack missing,,182.3,
406,Oscar,user406@example.com,,,,Found keys at cafeteria,,,duplicate
407,,user407@example.com,,Berlin,,,,,
408,Mallory,user408@example.com,,Frankfurt,Found,Blue backpack missing,,327.42,
409,Oscar,user409@example.com,,,,Blue backpack missing,,,
410,Charlie,user410@example.com,,,Found,Lost black wallet near library,,,
411,,,491701234567,Frankfurt,Found,Found keys at cafeteria,,32.8,
,Bob,user412@example.com,,,Found,Blue backpack missing,,,
413,Peggy,user413@example.com,123456789,,,Lost black wallet near library,,,duplicate
414,Mallory,user414@example.com,123456789,Frankfurt,,,,,
415,Mallory,user415@example.com,,Cologne,Lost,Blue backpack missing,,,duplicate
416,,user416@example.com,491701234567,Hamburg,Found,,,,duplicate
417,,user417@example.com,,,Found,Blue backpack missing,,,duplicate
,Alice,user418@example.com,491701234567,Munich,Lost,,,,
